10/16 20:15:00.257|EXEC_START  |
--/-- --:--:--.---|VARIABLE    |NAME=異常ファイル数, VALUE=1
--/-- --:--:--.---|INFO        |異常ファイル数(int) 入力=[1]
10/16 20:15:04.685|END         |
10/16 20:15:04.685|TRY_START   |NAME=try_ErrDirへ移動
10/16 20:15:04.685|START       |NAME=ErrDirへ移動 [file_operation_adapter/move_file]
--/-- --:--:--.---|INFO        |[/data/MERGE/app/data/WE0502/BACKUP/20241016201500_pk0000mvvv000980e4mjj12gp558_backup/BF_orderstatus_202410162010.csv]ファイル/ディレクトリを移動しました。
--/-- --:--:--.---|INFO        |[1]件を移動しました。
10/16 20:15:04.695|END         |
10/16 20:15:04.695|BRANCH_START|NAME=ErrDir移動結果
--/-- --:--:--.---|EVALUATION  |NAME=ErrDir移動結果異常, RESULT=false
10/16 20:15:04.695|BRANCH_END  |
10/16 20:15:04.695|BRANCH_START|NAME=次処理継続判定
--/-- --:--:--.---|EVALUATION  |NAME=継続しない, RESULT=false
10/16 20:15:04.695|BRANCH_END  |
10/16 20:15:04.695|TRY_END     |
10/16 20:15:04.695|BRANCH_END  |
10/16 20:15:04.695|START       |NAME=処理件数加算 
--/-- --:--:--.---|VARIABLE    |NAME=正常件数, VALUE=4
--/-- --:--:--.---|INFO        |正常件数(int) 入力=[4]
--/-- --:--:--.---|VARIABLE    |NAME=警告件数, VALUE=1
--/-- --:--:--.---|INFO        |警告件数(int) 入力=[1]
--/-- --:--:--.---|VARIABLE    |NAME=異常件数, VALUE=1
--/-- --:--:--.---|INFO        |異常件数(int) 入力=[1]
10/16 20:15:04.696|END         |
10/16 20:15:04.696|LOOP_END    |COUNT=1
10/16 20:15:04.696|START       |NAME=ログ出力_件数出力 
10/16 20:15:04.696|SCRIPT_START|SCRIPT=ログ出力, PROJECT=【次期CRM先行】共通処理部品, REPOSITORY=/home/z098334/projects/【次期CRM先行】共通処理部品, VERSION=9
--/-- --:--:--.---|VARIABLE    |NAME=param02, VALUE=1
--/-- --:--:--.---|VARIABLE    |NAME=カテゴリ, VALUE=IF
--/-- --:--:--.---|VARIABLE    |NAME=param01, VALUE=4
--/-- --:--:--.---|VARIABLE    |NAME=param03, VALUE=1
--/-- --:--:--.---|VARIABLE    |NAME=メッセージID, VALUE=MSG0105
10/16 20:15:04.696|START       |NAME=メッセージ取得 
--/-- --:--:--.---|VARIABLE    |NAME=ログレベル, VALUE=I
--/-- --:--:--.---|INFO        |ログレベル(String) 入力=[I]
--/-- --:--:--.---|VARIABLE    |NAME=メッセージ, VALUE=pk0000mvvv000980e4mjj12gp558 正常:4 異常:1 警告:1
--/-- --:--:--.---|INFO        |メッセージ(String) 入力=[pk0000mvvv000980e4mjj12gp558 正常:4 異常:1 警告:1]
--/-- --:--:--.---|VARIABLE    |NAME=実行ID, VALUE=pk0000mvvv000980e4mjj12gp558
--/-- --:--:--.---|INFO        |実行ID(String) 入力=[pk0000mvvv000980e4mjj12gp558]
10/16 20:15:04.700|END         |
10/16 20:15:04.700|BRANCH_START|NAME=ログレベル判定
--/-- --:--:--.---|EVALUATION  |NAME=INFO, RESULT=true
10/16 20:15:04.700|START       |NAME=ログ出力_INFO 
10/16 20:15:04.700|END         |
10/16 20:15:04.700|BRANCH_END  |
10/16 20:15:04.700|BRANCH_START|NAME=if
--/-- --:--:--.---|EVALUATION  |NAME=異常終了, RESULT=false
--/-- --:--:--.---|EVALUATION  |NAME=警告終了, RESULT=false
10/16 20:15:04.700|BRANCH_END  |
10/16 20:15:04.700|SCRIPT_END  |EXIT_STATUS=0
10/16 20:15:04.700|END         |
10/16 20:15:04.700|TRY_END     |
10/16 20:15:04.700|BRANCH_START|NAME=処理結果分岐
--/-- --:--:--.---|EVALUATION  |NAME=異常終了, RESULT=true
10/16 20:15:04.700|BRANCH_END  |
10/16 20:15:04.700|SCRIPT_END  |EXIT_STATUS=1
10/16 20:15:04.700|END         |
10/16 20:15:04.700|BRANCH_START|NAME=取込処理結果
--/-- --:--:--.---|EVALUATION  |NAME=取込処理結果_異常, RESULT=true
10/16 20:15:04.700|START       |NAME=処理結果F_異常_5 
--/-- --:--:--.---|VARIABLE    |NAME=処理結果フラグ, VALUE=-1
--/-- --:--:--.---|INFO        |処理結果フラグ(int) 入力=[-1]
--/-- --:--:--.---|VARIABLE    |NAME=結果ステータス_規制情報T用, VALUE=1
--/-- --:--:--.---|INFO        |結果ステータス_規制情報T用(String) 入力=[1]
10/16 20:15:04.700|END         |
10/16 20:15:04.700|START       |NAME=エラーF転送処理 
10/16 20:15:04.700|SCRIPT_START|SCRIPT=S3エラーファイル圧縮格納, PROJECT=【次期CRM先行】共通処理部品, REPOSITORY=/home/z098334/projects/【次期CRM先行】共通処理部品, VERSION=12
--/-- --:--:--.---|VARIABLE    |NAME=機能ID, VALUE=WE0502
--/-- --:--:--.---|VARIABLE    |NAME=エラーフォルダパス, VALUE=/data/MERGE/app/data/WE0502/ERROR/20241016201500_pk0000mvvv000980e4mjj12gp558_error
10/16 20:15:04.700|START       |NAME=格納フォルダ名作成 
--/-- --:--:--.---|VARIABLE    |NAME=格納フォルダ名, VALUE=WE0502_20241016
--/-- --:--:--.---|INFO        |格納フォルダ名(String) 入力=[WE0502_20241016]
--/-- --:--:--.---|VARIABLE    |NAME=ZIPファイル名, VALUE=WE0502_20241016201504700.zip
--/-- --:--:--.---|INFO        |ZIPファイル名(String) 入力=[WE0502_20241016201504700.zip]
10/16 20:15:04.700|END         |
10/16 20:15:04.700|START       |NAME=エラーファイル一覧取得 [file_operation_adapter/list_file]
--/-- --:--:--.---|INFO        |[/data/MERGE/app/data/WE0502/ERROR/20241016201500_pk0000mvvv000980e4mjj12gp558_error]ディレクトリのファイル名一覧を取得しました。
10/16 20:15:04.711|END         |
10/16 20:15:04.711|BRANCH_START|NAME=if
--/-- --:--:--.---|EVALUATION  |NAME=エラーファイル存在, RESULT=true
10/16 20:15:04.711|START       |NAME=エラーファイル圧縮 [file_operation_adapter/compress_file]
--/-- --:--:--.---|INFO        |[/data/MERGE/app/data/WE0502/ERROR/20241016201500_pk0000mvvv000980e4mjj12gp558_error/WE0502_20241016201504700.zip]ファイル/ディレクトリを圧縮しました。
10/16 20:15:04.731|END         |
10/16 20:15:04.731|START       |NAME=エラーファイル書き込み [amazon_s3_adapter/put]
10/16 20:15:05.379|END         |
10/16 20:15:05.379|BRANCH_END  |
10/16 20:15:05.379|START       |NAME=エラーフォルダ削除 [file_operation_adapter/delete_file]
--/-- --:--:--.---|INFO        |[/data/MERGE/app/data/WE0502/ERROR/20241016201500_pk0000mvvv000980e4mjj12gp558_error]ファイル/ディレクトリを削除しました。
--/-- --:--:--.---|INFO        |[1]件を削除しました。
10/16 20:15:05.387|END         |
10/16 20:15:05.387|SCRIPT_END  |EXIT_STATUS=0
10/16 20:15:05.387|END         |
10/16 20:15:05.387|BRANCH_END  |
10/16 20:15:05.387|START       |NAME=作業用Dir削除_3 [file_operation_adapter/delete_file]
--/-- --:--:--.---|INFO        |[/data/MERGE/app/temp/20241016201500_pk0000mvvv000980e4mjj12gp558_WE0502]ファイル/ディレクトリを削除しました。
--/-- --:--:--.---|INFO        |[1]件を削除しました。
10/16 20:15:05.404|END         |
10/16 20:15:05.404|TRY_END     |
10/16 20:15:05.404|TRY_END     |
10/16 20:15:05.404|START       |NAME=規制情報更新処理_終 
10/16 20:15:05.404|SCRIPT_START|SCRIPT=規制情報/03_規制情報更新, PROJECT=【次期CRM先行】共通処理部品, REPOSITORY=/home/z098334/projects/【次期CRM先行】共通処理部品, VERSION=6
--/-- --:--:--.---|VARIABLE    |NAME=機能ID, VALUE=WE0502
--/-- --:--:--.---|VARIABLE    |NAME=予備2, VALUE=1
--/-- --:--:--.---|VARIABLE    |NAME=予備1, VALUE=0
--/-- --:--:--.---|VARIABLE    |NAME=レコードNo, VALUE=000
10/16 20:15:05.404|TRY_START   |NAME=try_catch
10/16 20:15:05.404|START       |NAME=規制情報更新 [amazon_rds_postgresql_adapter/execute_select_query]
--/-- --:--:--.---|INFO        |[1]件のデータの抽出に成功しました。
10/16 20:15:05.407|END         |
10/16 20:15:05.407|BRANCH_START|NAME=結果判定
--/-- --:--:--.---|EVALUATION  |NAME=更新失敗, RESULT=false
10/16 20:15:05.407|BRANCH_END  |
10/16 20:15:05.407|TRY_END     |
10/16 20:15:05.407|SCRIPT_END  |EXIT_STATUS=0
10/16 20:15:05.407|END         |
10/16 20:15:05.407|BRANCH_START|NAME=規制情報更新結果_2
--/-- --:--:--.---|EVALUATION  |NAME=規制情報更新失敗＿２, RESULT=false
10/16 20:15:05.407|BRANCH_END  |
10/16 20:15:05.407|BRANCH_START|NAME=処理結果で分岐
--/-- --:--:--.---|EVALUATION  |NAME=処理結果=異常, RESULT=true
10/16 20:15:05.407|START       |NAME=ログ出力_異常終了 
10/16 20:15:05.407|SCRIPT_START|SCRIPT=ログ出力, PROJECT=【次期CRM先行】共通処理部品, REPOSITORY=/home/z098334/projects/【次期CRM先行】共通処理部品, VERSION=9
--/-- --:--:--.---|VARIABLE    |NAME=処理結果フラグ, VALUE=1
--/-- --:--:--.---|VARIABLE    |NAME=param02, VALUE=WE0502
--/-- --:--:--.---|VARIABLE    |NAME=カテゴリ, VALUE=END
--/-- --:--:--.---|VARIABLE    |NAME=param01, VALUE=オーダー情報取込(Biz-FLOW)
--/-- --:--:--.---|VARIABLE    |NAME=メッセージID, VALUE=MSG0015
10/16 20:15:05.407|START       |NAME=メッセージ取得 
--/-- --:--:--.---|VARIABLE    |NAME=ログレベル, VALUE=E
--/-- --:--:--.---|INFO        |ログレベル(String) 入力=[E]
--/-- --:--:--.---|VARIABLE    |NAME=メッセージ, VALUE=pk0000mvvv000980e4mjj12gp558 オーダー情報取込(Biz-FLOW)処理を異常終了しました（WE0502）
--/-- --:--:--.---|INFO        |メッセージ(String) 入力=[pk0000mvvv000980e4mjj12gp558 オーダー情報取込(Biz-FLOW)処理を異常終了しました（WE0502）]
--/-- --:--:--.---|VARIABLE    |NAME=実行ID, VALUE=pk0000mvvv000980e4mjj12gp558
--/-- --:--:--.---|INFO        |実行ID(String) 入力=[pk0000mvvv000980e4mjj12gp558]
10/16 20:15:05.411|END         |
10/16 20:15:05.411|BRANCH_START|NAME=ログレベル判定
--/-- --:--:--.---|EVALUATION  |NAME=INFO, RESULT=false
--/-- --:--:--.---|EVALUATION  |NAME=WARN, RESULT=false
--/-- --:--:--.---|EVALUATION  |NAME=ERROR, RESULT=true
10/16 20:15:05.411|START       |NAME=ログ出力_ERROR 
10/16 20:15:05.411|END         |
10/16 20:15:05.411|BRANCH_END  |
10/16 20:15:05.411|BRANCH_START|NAME=if
--/-- --:--:--.---|EVALUATION  |NAME=異常終了, RESULT=true
10/16 20:15:05.411|START       |NAME=エラーメール送信（異常） 
10/16 20:15:05.411|SCRIPT_START|SCRIPT=エラーメール送信, PROJECT=【次期CRM先行】共通処理部品, REPOSITORY=/home/z098334/projects/【次期CRM先行】共通処理部品, VERSION=2
--/-- --:--:--.---|VARIABLE    |NAME=処理結果フラグ, VALUE=1
--/-- --:--:--.---|VARIABLE    |NAME=実行ID, VALUE=pk0000mvvv000980e4mjj12gp558
--/-- --:--:--.---|VARIABLE    |NAME=機能ID, VALUE=WE0502
10/16 20:15:05.411|START       |NAME=通知日時取得 
--/-- --:--:--.---|VARIABLE    |NAME=通知日時, VALUE=2024/10/16 20:15:05
--/-- --:--:--.---|INFO        |通知日時(String) 入力=[2024/10/16 20:15:05]
10/16 20:15:05.411|END         |
10/16 20:15:05.411|BRANCH_START|NAME=if
--/-- --:--:--.---|EVALUATION  |NAME=処理結果_異常, RESULT=true
10/16 20:15:05.411|START       |NAME=異常時mail送信 [mail_adapter/put_smtp_with_message]
--/-- --:--:--.---|INFO        |1通のメッセージを送信しました。
10/16 20:15:05.444|END         |
10/16 20:15:05.444|BRANCH_END  |
10/16 20:15:05.444|SCRIPT_END  |EXIT_STATUS=0
10/16 20:15:05.444|END         |
10/16 20:15:05.444|BRANCH_END  |
10/16 20:15:05.444|SCRIPT_END  |EXIT_STATUS=0
10/16 20:15:05.444|END         |
10/16 20:15:05.444|BRANCH_END  |
10/16 20:15:05.445|SCRIPT_END  |EXIT_STATUS=-1
10/16 20:15:05.445|EXEC_END    |EXIT_STATUS=-1
